source	target
2929560191	3019635975
2929560191	48292621
2929560191	9325912
2929560191	1465511167
2929560191	1545314329
2929560191	28329473
2929560191	87397938
2929560191	136256258
2929560191	153003064
2929560191	17621767
2929560191	157981564
2929560191	205315827
2929560191	2351874108
2929560191	174807917
2929560191	14933122
2929560191	247366967
2929560191	64688863
2929560191	1379641566
2929560191	376360668
2929560191	190997956
2929560191	2435878820
2929560191	1513868107
2929560191	9420322
2929560191	20856024
2929560191	300109488
2929560191	563633940
2929560191	24778346
2929560191	2559515910
2929560191	37293636
2929560191	95174586
2929560191	17846380
2929560191	15354310
2929560191	3095175327
2929560191	2308447833
2929560191	218598391
2929560191	101054620
2929560191	17815546
2929560191	35189604
2929560191	16955917
2929560191	1515792890
2929560191	24689294
2929560191	304077388
2929560191	97645498
2929560191	27261173
2929560191	1725985022
2929560191	306152488
2929560191	2965574250
2929560191	576319286
2929560191	14246323
2929560191	775933316
2929560191	294010596
2929560191	1852457342
2929560191	277369099
2929560191	1585749301
2929560191	2265366761
2929560191	224283051
2929560191	18994444
2929560191	15738457
2929560191	459120920
2929560191	58169859
2929560191	17455292
2929560191	94121048
2929560191	271970590
2929560191	41385640
2929560191	278617398
2929560191	4790351
2929560191	569501562
2929560191	17179368
2929560191	16995167
2929560191	57768228
2929560191	50952829
2929560191	608946855
2929560191	79255216
2929560191	934178311
2929560191	506054615
2929560191	436571881
2929560191	1322754000
2929560191	313280143
2929560191	184932914
2929560191	291637125
2929560191	31696880
2929560191	2596226689
2929560191	226994229
2929560191	253541129
2929560191	21383096
2929560191	1899812467
2929560191	1037217703
2929560191	81312262
2929560191	960430878
2929560191	44405877
2929560191	2832723868
2929560191	887374782
2929560191	2452526014
2929560191	1448552052
2929560191	2883823931
2929560191	1349383256
2929560191	31100650
2929560191	625607084
2929560191	1095112076
2929560191	64796545
2929560191	430598209
2929560191	17898705
2929560191	93644278
2929560191	26221359
2929560191	16966295
2929560191	357138202
2929560191	15190600
2929560191	64268212
2929560191	2911230501
2929560191	2942769050
2929560191	2329112467
2929560191	2238360919
2929560191	16086913
2929560191	38504468
2929560191	2203330990
2929560191	233371749
2929560191	2692023301
2929560191	15342375
2929560191	286683485
2929560191	743768472
2929560191	20865734
2929560191	25049203
2929560191	471941392
2929560191	185043343
2929560191	18928144
2929560191	2467791
2929560191	244513778
2929560191	28521856
2929560191	300866884
2929560191	5988062
2929560191	807095
2929560191	99625216
2929560191	2820489848
2929560191	21919812
2929560191	266517649
2929560191	111697499
2929560191	53922415
2929560191	1344951
2929560191	17560195
2929560191	21175840
2929560191	1598333034
2929560191	390006220
2929560191	16625091
2929560191	47207043
2929560191	21747039
2929560191	2485285236
2929560191	23483829
2929560191	176379803
2929560191	1131082926
2929560191	12591192
2929560191	16353168
2929560191	54810639
2929560191	20605558
2929560191	21201942
2929560191	22824599
2929560191	24671435
2929560191	594635686
2929560191	497217764
2929560191	2197866641
2929560191	135158273
2929560191	14184541
2929560191	14532728
2929560191	2421978218
2929560191	14932142
2929560191	2493940590
2929560191	17087739
2929560191	24350551
2929560191	441095441
2929560191	199299819
2929560191	14628918
2929560191	151578367
2929560191	47903564
2929560191	461180485
2929560191	245953028
2929560191	705674096
2929560191	102045464
2929560191	204261242
2929560191	145951797
2929560191	116010939
2929560191	1164621818
2929560191	2232334385
2929560191	253534613
2929560191	296415324
2929560191	284953394
2929560191	2772560953
2929560191	153704346
2929560191	2386674816
2929560191	1710641917
2929560191	924969566
2929560191	329726586
2929560191	2836127625
2929560191	424935828
2929560191	561196347
2929560191	134818140
2929560191	12373762
2929560191	52039386
2929560191	33328960
2929560191	2248766544
2929560191	2230433110
2929560191	85309172
2929560191	229531168
2929560191	1516417855
2929560191	1952081202
2929560191	262702115
2929560191	321246388
2929560191	872675798
2929560191	31947005
2929560191	2496330217
2929560191	15904583
2929560191	875236008
2929560191	16401836
2929560191	89789565
2929560191	1113501
2929560191	41861441
2929560191	381516788
2929560191	2882387008
2929560191	264697520
2929560191	601813544
2929560191	2179529843
2929560191	555976236
2929560191	2178760092
2929560191	50421346
2929560191	95180805
2929560191	1264113060
2929560191	254439982
2929560191	276419429
2929560191	331803536
2929560191	19881931
2929560191	2412808770
2929560191	19344192
2929560191	461906209
2929560191	164631547
2929560191	551981253
2929560191	271004511
2929560191	200287246
2929560191	146105775
2929560191	2485018676
2929560191	321575853
2929560191	17925320
2929560191	2811014611
2929560191	2557237519
2929560191	102829920
2929560191	88672145
2929560191	510358931
2929560191	2335654825
2929560191	14810076
2929560191	1324132976
2929560191	95889167
2929560191	495046141
2929560191	2176812007
2929560191	2770005006
2929560191	32347743
2929560191	802398684
2929560191	2788417731
2929560191	350830442
2929560191	31746338
2929560191	1731873259
2929560191	190566604
2929560191	2864218625
2929560191	2278865772
2929560191	186052111
2929560191	2330488826
2929560191	1621504644
2929560191	1428181303
2929560191	499947921
2929560191	8328352
2929560191	504679625
2929560191	66998204
2929560191	399307197
2929560191	1525752132
2929560191	501968170
2929560191	534255106
2929560191	1947487638
2929560191	16143105
2929560191	1595288400
4845187851	851466568236236800
4845187851	47336280
4845187851	2149147009
4845187851	916394385864056832
4845187851	839769894027681793
4845187851	4884194505
4845187851	2161101728
4845187851	130799634
4845187851	3300173715
4845187851	706248582475730944
4845187851	882704613555793920
4845187851	107220410
4845187851	2402548327
4845187851	2583989756
4845187851	495032753
4845187851	3000977799
4845187851	444500615
4845187851	801381065386524672
4845187851	17804762
4845187851	857209962350751744
4845187851	747788815503331328
4845187851	14700316
4845187851	216660546
4845187851	33933259
4845187851	14159148
4845187851	14499829
4845187851	125403342
4845187851	3608148856
4845187851	18065279
4845187851	502213845
4845187851	38505677
4845187851	390362926
4845187851	573490243
4845187851	23321405
4845187851	39079874
4845187851	218559666
4845187851	14752906
4845187851	2754773108
4845187851	23754020
4845187851	137980578
4845187851	15089557
4845187851	115975829
4845187851	2830320787
4845187851	3948567023
4845187851	156649218
4845187851	1709421270
4845187851	4200589181
4845187851	14515233
4845187851	472326513
4845187851	281020183
4845187851	25043448
4845187851	745916807752654848
4845187851	753836147856420866
4845187851	34079088
4845187851	14115587
4845187851	97989036
4845187851	847410737769193474
4845187851	3461942295
4845187851	4853519471
4845187851	633287684
4845187851	2166574212
4845187851	4664916375
4845187851	9679302
4845187851	564464649
4845187851	44611200
4845187851	88895697
4845187851	2427244387
4845187851	1511582540
4845187851	2323601985
4845187851	85277305
4845187851	3059061814
4845187851	27211001
4845187851	218779488
4845187851	56376545
4845187851	2558404574
4845187851	149116371
4845187851	2329883788
4845187851	1358844860
4845187851	20585034
4845187851	2496330217
4845187851	3747243503
4845187851	2383418676
4845187851	21693453
4845187851	350858436
4845187851	235129566
4845187851	174192384
4845187851	2825764938
4845187851	38203455
4845187851	2507998374
4845187851	381998916
4845187851	266517649
4845187851	1855195550
4845187851	121459484
4845187851	70354237
4845187851	44584428
4845187851	2179529843
4845187851	2731105640
4845187851	168549616
4845187851	3130808956
4845187851	102630256
4845187851	294010596
4845187851	2382475833
4845187851	1088321244
4845187851	140191367
4845187851	1320776449
4845187851	156018793
4845187851	5637822
4845187851	122045213
4845187851	1130358223
4845187851	1513267764
4845187851	844121970769874944
4845187851	2493940590
4845187851	46591405
4845187851	102952451
4845187851	163494130
4845187851	2774261869
4845187851	749382871
4845187851	2265366761
4845187851	497778970
4845187851	2314026118
4845187851	574791595
4845187851	1169150754
4845187851	27909529
4845187851	296241177
4845187851	26973241
4845187851	4274144429
4845187851	160878438
4845187851	723414078497001472
4845187851	264697520
4845187851	80800403
4845187851	790661959897092097
4845187851	194048212
4845187851	18994444
4845187851	3812034735
4845187851	104133215
4845187851	1359153511
4845187851	143725483
4845187851	10581462
4845187851	20370626
4845187851	1943586943
4845187851	134736625
4845187851	2271463499
4845187851	28836113
4845187851	333048660
4845187851	45955771
4845187851	1363962852
4845187851	17555441
4845187851	1541410028
4845187851	332142116
4845187851	28648780
4845187851	2834881996
4845187851	82408704
4845187851	3345940228
4845187851	3574995857
4845187851	3363774239
4845187851	24776416
4845187851	24671435
4845187851	4118531129
4845187851	23173024
4845187851	2354102591
4845187851	718024519529717760
4845187851	35325135
4845187851	4891528180
4845187851	23756846
4845187851	2737114498
4845187851	2342926642
4845187851	2834761539
4845187851	5376902
4845187851	1875643700
4845187851	2784589988
4845187851	12354252
4845187851	18028509
4845187851	80623232
4845187851	74139459
4845187851	1454140621
4845187851	1095041006
4845187851	25629834
4845187851	18922646
4845187851	750998690245054464
4845187851	1899460568
4845187851	718883426070347777
4845187851	846935623
4845187851	21398161
4845187851	3662284755
4845187851	70663339
4845187851	1581240817
4845187851	145962522
4845187851	606165977
4845187851	1244472962
4845187851	14125988
4845187851	15177620
4845187851	2259897358
4845187851	89816760
4845187851	729608460573233152
4845187851	69316893
4845187851	16695266
4845187851	852534302
4845187851	44910688
4845187851	142297445
4845187851	419727770
4845187851	4208426415
4845187851	2417408621
4845187851	2492600102
4845187851	603059202
4845187851	23485010
4845187851	27603423
4845187851	763698512
4845187851	15808647
4845187851	1207772251
4845187851	2350205516
4845187851	94425219
4845187851	15460048
4845187851	460989168
4845187851	472858894
4845187851	132168970
4845187851	1118888864
4845187851	2974506717
4845187851	18512336
4845187851	1481728478
4845187851	1469188987
4845187851	125970236
4845187851	1535927666
4845187851	29037418
4845187851	2810987694
4845187851	2377399197
4845187851	2987149432
4845187851	3086898545
4845187851	21747039
4845187851	2922609489
4845187851	1006186878
4845187851	2160871760
4845187851	1427184943
4845187851	71216562
4845187851	1956456924
4845187851	2274654052
4845187851	21331231
4845187851	347176249
4845187851	2923499885
4845187851	2685611828
4845187851	3128534422
4845187851	2970548999
4845187851	1364225556
4845187851	6600
4845187851	1471957766
4845187851	5467962
4845187851	2689884326
4845187851	5377742
4845187851	62442994
4845187851	813286
4845187851	19232649
74398328	723152472814952449
74398328	153403071
74398328	849928223978917888
74398328	724944705801302016
74398328	837265097491890178
74398328	1440592428
74398328	4264430662
74398328	3316894269
74398328	1448438426
74398328	763726107505991680
74398328	720893539249438720
74398328	179068709
74398328	198801355
74398328	745916807752654848
74398328	4158920601
74398328	713019556302888960
74398328	2473029386
74398328	2456931790
74398328	326743798
74398328	80574746
74398328	3296963815
74398328	1396579814
74398328	1332112124
74398328	2415838600
74398328	917401909572657152
74398328	861837070293245952
74398328	806068174567460864
74398328	597146834
74398328	42231624
74398328	116526000
74398328	793067994725449728
74398328	3500798175
74398328	771659381372952576
74398328	1089047983
74398328	14987451
74398328	110456488
74398328	601813544
74398328	914563980
74398328	44584428
74398328	24349036
74398328	362355566
74398328	2685903733
74398328	55514130
74398328	831202598
74398328	2966558757
74398328	901549837
74398328	2587162862
74398328	3429858515
74398328	80797847
74398328	4104620055
74398328	2736650586
74398328	771042883
74398328	3086274136
74398328	624539838
74398328	3214445405
74398328	1399187426
74398328	211528972
74398328	23756846
74398328	24665133
74398328	927572562
74398328	235489615
74398328	2844256661
74398328	3662989580
74398328	3034586187
74398328	403624387
74398328	199197797
74398328	1251212970
74398328	119722289
74398328	3131621758
74398328	734855502
74398328	568852687
74398328	1459560499
74398328	16863988
74398328	2401336362
74398328	2615078444
74398328	1650283026
74398328	975729031
74398328	235129566
74398328	2931750448
74398328	586517268
74398328	608921496
74398328	2517345132
74398328	137938634
74398328	14691318
74398328	555976236
74398328	1485923702
74398328	2754303654
74398328	2493940590
74398328	1952081202
74398328	293971443
74398328	255438311
74398328	240872273
74398328	77177231
74398328	179418443
74398328	52039386
74398328	26201346
74398328	80280246
74398328	20585034
74398328	71518259
74398328	78844887
74398328	178256981
74398328	46063911
74398328	18429267
74398328	4208041
74398328	14915189
74398328	92524988
74398328	141181207
74398328	102630256
74398328	28326453
74398328	161718175
74398328	159061422
74398328	138011633
74398328	15444206
74398328	33995800
74398328	16467056
74398328	93873407
74398328	28873525
74398328	50278937
74398328	5469612
74398328	97178322
74398328	66958655
74398328	103879751
74398328	21845052
74398328	813286
74398328	62442994
74398328	14967302
74398328	20595021
74398328	16777876
74398328	89956958
74398328	101458659
74398328	148382563
74398328	14930764
74398328	27261173
74398328	20150307
74398328	23066073
74398328	94301909
74398328	88895697
74398328	44208972
74398328	60684111
74398328	62757823
74398328	68968823
74398328	65019402
90382118	86270963
90382118	470802762
90382118	1060876818117509121
90382118	3034666582
90382118	1146040423200231424
90382118	767530021
90382118	710476519496392704
90382118	914777895100436480
90382118	61436716
90382118	49601713
90382118	1193031782
90382118	929911838
90382118	1045310039307759616
90382118	131079801
90382118	282250126
90382118	1121325279669051394
90382118	787300813
90382118	735908481320902656
90382118	3074311469
90382118	1111513729990955008
90382118	64352152
90382118	1131238764607619072
90382118	2850104139
90382118	820527488
90382118	54290504
90382118	2851817656
90382118	1113022483937091584
90382118	62750223
90382118	3771026176
90382118	3369133899
90382118	2282943410
90382118	3065994005
90382118	2962519205
90382118	601184431
90382118	3308205137
90382118	132204567
90382118	1060822938524508160
90382118	900364713917382656
90382118	740109650692034560
90382118	1261520191
90382118	4824667697
90382118	903622809729081346
90382118	1585323218
90382118	123109597
90382118	74720323
90382118	27860681
90382118	248637894
90382118	40217145
90382118	824545984613081088
90382118	77976983
90382118	495091527
90382118	828863141392031744
90382118	850367154067263488
90382118	35690019
90382118	2350116698
90382118	2916397079
90382118	147296987
90382118	318660761
90382118	525191428
90382118	2342038819
90382118	442123992
90382118	123256851
90382118	392394776
90382118	810470423058141184
90382118	3427261
90382118	271601706
90382118	191973989
90382118	1172857548
90382118	76709440
90382118	899666997520343040
90382118	993249055
90382118	2983809783
90382118	29156375
90382118	4354953563
90382118	368169904
90382118	25390350
90382118	20596281
90382118	38146999
90382118	2355181
90382118	964081321
90382118	1448573436
90382118	114222392
90382118	1264940821
90382118	33467543
90382118	3037494017
90382118	21742742
90382118	735357030224044034
90382118	1665125676
90382118	2191921134
90382118	611652813
90382118	90406034
90382118	990796478
90382118	3130745716
90382118	252548018
90382118	480432309
90382118	748489651820834816
90382118	606102092
90382118	2926830826
90382118	849166812755484672
90382118	950007229595471872
90382118	245801221
90382118	734333779930718208
90382118	2172007717
90382118	63024288
90382118	6144162
90382118	969243018925572096
90382118	987281732679413760
90382118	906099921316700161
90382118	960846079905452032
90382118	23316900
90382118	2929267258
90382118	41792815
90382118	952912029366484994
90382118	972079173731864576
90382118	41787867
90382118	2325044053
90382118	192942213
90382118	107101086
90382118	910086069017858048
90382118	3987827837
90382118	260441404
90382118	304594564
90382118	469915928
90382118	22610638
90382118	875316020600348672
90382118	796268918222491649
90382118	967809781
90382118	87949375
90382118	356086551
90382118	3326309817
90382118	2201106979
90382118	3250462407
90382118	2507374226
90382118	879781019746004992
90382118	3074666493
90382118	856741192259784704
90382118	4060455820
90382118	3005291301
90382118	798975263879135236
90382118	783915757843410944
90382118	37452994
90382118	979097935
90382118	848185050072047618
90382118	795552303478673408
90382118	377258445
90382118	1035123331
90382118	3067570501
90382118	2323637896
90382118	1383769332
90382118	954044946
90382118	2299502306
90382118	173767317
90382118	1671552978
90382118	57396415
90382118	829380451
90382118	2345445795
90382118	632141211
90382118	1362900434
90382118	2875722594
90382118	404082854
90382118	2587110396
90382118	45474880
90382118	4112639313
90382118	2767524502
90382118	195073247
90382118	823821616798990337
90382118	3822551416
90382118	91409081
90382118	1372130516
90382118	996859298
90382118	844886936212951041
90382118	821694068266831872
90382118	43510352
90382118	478597619
90382118	97057548
90382118	1197603440
90382118	819430752576303104
90382118	3002968655
90382118	2912321471
90382118	847050007467511808
90382118	1116819109
90382118	1001278922
90382118	561022268
90382118	511757930
90382118	511793862
90382118	2292346321
90382118	234747378
90382118	574293020
90382118	2339427650
90382118	788832198
90382118	2395935036
90382118	821389044
90382118	2386792321
90382118	40025121
90382118	821448274800295936
90382118	916486920
90382118	796716743888617472
90382118	725940923008348160
90382118	1344603788
90382118	189134186
90382118	1677783620
90382118	364779321
90382118	3300197841
90382118	372879101
90382118	3768213377
90382118	289281929
90382118	732124179953295360
90382118	1916527214
90382118	472879738
90382118	2415857893
90382118	220383114
90382118	296379762
90382118	3170809959
90382118	794922078503895040
90382118	2489482826
90382118	30852192
90382118	4734542979
90382118	2900679851
90382118	92769446
90382118	516421915
90382118	1380485491
90382118	9879822
90382118	1466585324
90382118	273618706
90382118	244664022
90382118	42857269
90382118	3414718271
90382118	2477960565
90382118	920541578
90382118	613240030
90382118	76018959
90382118	255617383
90382118	580726971
90382118	3114765159
90382118	3030225129
90382118	22362552
90382118	317139568
90382118	68352710
90382118	103084421
90382118	781110404349034496
90382118	816840252
90382118	507785179
90382118	2862654347
90382118	3000182673
90382118	2711354071
90382118	2791319363
90382118	301311461
90382118	3340791736
90382118	771287402090524672
90382118	2512125741
90382118	732441494926311424
90382118	778971454905917441
90382118	722878928801509378
90382118	697039050289586176
90382118	740826207898505221
90382118	712230822594682880
90382118	763701555061202944
90382118	1073456846
90382118	1336095528
90382118	151118217
90382118	320861945
90382118	741179528085659648
90382118	3172336367
90382118	734725191494995968
90382118	138673496
90382118	592253328
90382118	2416301818
90382118	2343779964
90382118	583486675
90382118	2726396592
90382118	2181102776
90382118	2457810787
90382118	750289387208966144
90382118	2650254816
90382118	614066336
90382118	86938996
90382118	3293883533
90382118	394060363
90382118	3069960172
90382118	37948078
90382118	2833899466
90382118	436557622
90382118	576028654
90382118	1171758416
90382118	738050260799475713
90382118	793231886
90382118	1696652564
90382118	2574642110
90382118	44840248
90382118	724875985175384064
90382118	63423211
90382118	1678520821
90382118	392283924
90382118	34286780
90382118	1469731400
90382118	3194618908
90382118	2294358625
90382118	2608482959
90382118	1168990394
90382118	274390028
90382118	555126030
90382118	2529702949
90382118	715083362373922816
90382118	4338561616
90382118	370254810
90382118	126321222
90382118	860240948
90382118	1977920610
90382118	57363748
90382118	2430794672
90382118	2242325766
90382118	92230988
90382118	2993879848
90382118	49947803
90382118	2459427717
90382118	4832557714
90382118	839373480
90382118	191755092
90382118	144801913
90382118	2166040005
90382118	1951594998
90382118	2602970214
90382118	2261430642
90382118	186398753
90382118	2289340070
90382118	19814080
90382118	365425633
90382118	2917849120
90382118	579940242
90382118	2197719556
90382118	2509893187
90382118	3216786303
90382118	3293346970
90382118	37665086
90382118	3332466617
90382118	80154581
90382118	218184927
90382118	216008028
90382118	1513827325
90382118	114246788
90382118	135238365
90382118	27402362
90382118	20380049
90382118	992730714
90382118	98648847
90382118	23562543
90382118	1282678736
90382118	4224565325
90382118	1920431011
90382118	19712523
90382118	75562656
90382118	2305515793
90382118	79683478
90382118	298704683
90382118	4163327723
90382118	2876803624
90382118	25868747
90382118	2778232393
90382118	1245996368
90382118	306958709
90382118	2829250282
90382118	66736063
90382118	1030110990
90382118	3757023442
90382118	1662687974
90382118	3543861081
90382118	1425199249
90382118	1451508313
90382118	2204902885
90382118	1361341548
90382118	123961126
90382118	125374585
90382118	2525593142
90382118	486850502
90382118	526634228
90382118	2171631096
90382118	1726670335
90382118	1436109606
90382118	91864558
90382118	2989917849
90382118	246743977
90382118	1543023169
90382118	20359688
90382118	3165693909
90382118	19448905
90382118	252429764
90382118	1900101168
90382118	113318569
90382118	453784237
90382118	3302148483
90382118	35538459
90382118	3216528479
90382118	2481628314
90382118	40228507
90382118	248631401
90382118	3799971
90382118	28810399
90382118	194522554
90382118	372414510
90382118	2999618393
90382118	2304475388
90382118	255521821
90382118	891056606
90382118	48417868
90382118	1137871920
90382118	523503062
